tm1_name,tm2_name,date,score,url,tm1_points_h,tm1_PPGH_h,tm1_GS_h,tm1_GC_h,tm0_GS_h,tm2_points_a,tm2_PPGA_a,tm2_GS_a,tm2_GC_a,tm0_GS_a,tm0_PPGH,tm1_wins,tm2_wins,tm0_wins,tm1_defeats,tm2_defeats,tm0_defeats,tm1_GSG,tm2_GSG,tm0_GSG,tm1_GCG,tm2_GCG,tm0_GCG,tm1_D,tm2_D,tm0_D,tm1_TGG,tm2_TGG,tm0_TGG,tm1_25,tm2_25,tm0_25,tm1_35,tm2_35,tm0_35,tm1_BTS,tm2_BTS,tm0_BTS,tm0_PPGH_h,tm1_wins_h,tm0_wins_h,tm1_defeats_h,tm0_defeats_h,tm1_GSG_h,tm0_GSG_h,tm1_GCG_h,tm0_GCG_h,tm1_D_h,tm0_D_h,tm1_TGG_h,tm0_TGG_h,tm1_25_h,tm0_25_h,tm1_35_h,tm0_35_h,tm1_BTS_h,tm0_BTS_h,tm0_PPGH_a,tm2_wins_a,tm0_wins_a,tm2_defeats_a,tm0_defeats_a,tm2_GSG_a,tm0_GSG_a,tm2_GCG_a,tm0_GCG_a,tm2_D_a,tm0_D_a,tm2_TGG_a,tm0_TGG_a,tm2_25_a,tm0_25_a,tm2_35_a,tm0_35_a,tm2_BTS_a,tm0_BTS_a
Amiens,Angers,Tue 8 Jan,(0-0),pmatch.asp?league=france_2019&stats=180-16-13-2019,68,1.37,65,42,57,48,1.16,45,55,43,1.36,24,26,36,47,32,36,0.82,1.16,1.28,1.37,1.29,1.28,29,42,29,2.18,2.45,2.56,45,45,48,21,29,27,42,55,50,1.58,37,43,37,28,1.05,1.47,1.16,1.09,26,29,2.21,2.56,53,48,21,27,47,50,1.13,26,28,37,43,1.05,1.09,1.42,1.47,37,29,2.47,2.56,47,48,37,27,53,50
Nantes,Montpellier,Tue 8 Jan,(0-0),pmatch.asp?league=france_2019&stats=175-3-5-2019,65,1.63,73,50,57,46,1.42,42,52,43,1.36,34,39,36,42,24,36,1.26,1.39,1.28,1.26,1.11,1.28,24,37,29,2.53,2.50,2.56,45,45,48,24,24,27,50,55,50,1.58,47,43,32,28,1.84,1.47,1.26,1.09,21,29,3.11,2.56,58,48,42,27,58,50,1.13,37,28,32,43,1.16,1.09,1.16,1.47,32,29,2.32,2.56,42,48,21,27,53,50
Caen,Lille,Fri 11 Jan,(0-2),pmatch.asp?league=france_2019&stats=195-20-7-2019,52,0.89,55,50,57,43,1.68,38,67,43,1.36,18,58,36,50,18,36,0.76,1.79,1.28,1.42,0.87,1.28,32,24,29,2.18,2.66,2.56,39,55,48,24,34,27,42,50,50,1.58,21,43,53,28,0.84,1.47,1.42,1.09,26,29,2.26,2.56,47,48,26,27,47,50,1.13,47,28,26,43,1.37,1.09,1.16,1.47,26,29,2.53,2.56,47,48,32,27,58,50
Lyon,Reims,Fri 11 Jan,(0-1),pmatch.asp?league=france_2019&stats=191-15-12-2019,56,2.11,54,40,57,44,1.26,46,57,43,1.36,55,34,36,21,24,36,1.84,1.03,1.28,1.24,1.11,1.28,24,42,29,3.08,2.13,2.56,61,32,48,37,21,27,58,47,50,1.58,63,43,16,28,2.00,1.47,1.00,1.09,21,29,3.00,2.56,53,48,32,27,58,50,1.13,26,28,26,43,0.95,1.09,1.26,1.47,47,29,2.21,2.56,26,48,26,27,47,50
Amiens,Paris Saint-Germain,Sat 12 Jan,(0-0),pmatch.asp?league=france_2019&stats=199-16-19-2019,68,1.37,65,42,57,42,2.00,40,71,43,1.36,24,76,36,47,13,36,0.82,2.76,1.28,1.37,0.92,1.28,29,11,29,2.18,3.68,2.56,45,79,48,21,58,27,42,55,50,1.58,37,43,37,28,1.05,1.47,1.16,1.09,26,29,2.21,2.56,53,48,21,27,47,50,1.13,63,28,26,43,2.21,1.09,1.32,1.47,11,29,3.53,2.56,79,48,53,27,63,50
Guingamp,Saint-Etienne,Sat 12 Jan,(0-1),pmatch.asp?league=france_2019&stats=196-10-9-2019,59,0.84,57,40,57,38,1.32,42,66,43,1.36,13,50,36,55,26,36,0.74,1.55,1.28,1.79,1.08,1.28,32,24,29,2.53,2.63,2.56,50,50,48,24,21,27,47,47,50,1.58,16,43,47,28,0.84,1.47,1.42,1.09,37,29,2.26,2.56,42,48,26,27,58,50,1.13,32,28,32,43,1.32,1.09,1.42,1.47,37,29,2.74,2.56,42,48,37,27,53,50
Nice,Bordeaux,Sat 12 Jan,(1-0),pmatch.asp?league=france_2019&stats=193-11-17-2019,61,1.79,63,40,57,34,0.74,29,50,43,1.36,39,26,36,32,45,36,0.79,0.89,1.28,0.92,1.11,1.28,29,29,29,1.71,2.00,2.56,21,34,48,5,13,27,26,39,50,1.58,53,43,26,28,1.00,1.47,0.74,1.09,21,29,1.74,2.56,21,48,5,27,21,50,1.13,16,28,58,43,0.53,1.09,1.11,1.47,26,29,1.63,2.56,26,48,5,27,32,50
Nantes,Rennes,Sun 13 Jan,(0-1),pmatch.asp?league=france_2019&stats=194-3-8-2019,65,1.63,73,50,57,40,1.11,51,65,43,1.36,34,34,36,42,32,36,1.26,1.45,1.28,1.26,1.37,1.28,24,34,29,2.53,2.82,2.56,45,53,48,24,37,27,50,63,50,1.58,47,43,32,28,1.84,1.47,1.26,1.09,21,29,3.11,2.56,58,48,42,27,58,50,1.13,26,28,42,43,1.47,1.09,1.79,1.47,32,29,3.26,2.56,68,48,42,27,79,50
Dijon,Montpellier,Sun 13 Jan,(0-0),pmatch.asp?league=france_2019&stats=197-6-5-2019,65,1.16,58,48,57,46,1.42,42,52,43,1.36,24,39,36,58,24,36,0.82,1.39,1.28,1.58,1.11,1.28,18,37,29,2.39,2.50,2.56,50,45,48,24,24,27,34,55,50,1.58,32,43,47,28,0.95,1.47,1.53,1.09,21,29,2.47,2.56,53,48,21,27,47,50,1.13,37,28,32,43,1.16,1.09,1.16,1.47,32,29,2.32,2.56,42,48,21,27,53,50
Toulouse,Strasbourg,Sun 13 Jan,(1-1),pmatch.asp?league=france_2019&stats=192-2-18-2019,55,1.11,57,46,57,47,1.21,47,48,43,1.36,21,29,36,42,29,36,0.92,1.53,1.28,1.50,1.26,1.28,37,42,29,2.42,2.79,2.56,47,53,48,21,34,27,58,66,50,1.58,21,43,32,28,1.05,1.47,1.37,1.09,47,29,2.42,2.56,42,48,26,27,58,50,1.13,26,28,32,43,1.42,1.09,1.21,1.47,42,29,2.63,2.56,53,48,32,27,63,50
