tm1_points_h,tm1_PPGH_h,tm1_GS_h,tm1_GC_h,tm0_GS_h,tm2_points_a,tm2_PPGA_a,tm2_GS_a,tm2_GC_a,tm0_GS_a,tm0_PPGH,tm1_wins,tm2_wins,tm0_wins,tm1_defeats,tm2_defeats,tm0_defeats,tm1_GSG,tm2_GSG,tm0_GSG,tm1_GCG,tm2_GCG,tm0_GCG,tm1_D,tm2_D,tm0_D,tm1_TGG,tm2_TGG,tm0_TGG,tm1_25,tm2_25,tm0_25,tm1_35,tm2_35,tm0_35,tm1_BTS,tm2_BTS,tm0_BTS,tm0_PPGH_h,tm1_wins_h,tm0_wins_h,tm1_defeats_h,tm0_defeats_h,tm1_GSG_h,tm0_GSG_h,tm1_GCG_h,tm0_GCG_h,tm1_D_h,tm0_D_h,tm1_TGG_h,tm0_TGG_h,tm1_25_h,tm0_25_h,tm1_35_h,tm0_35_h,tm1_BTS_h,tm0_BTS_h,tm0_PPGH_a,tm2_wins_a,tm0_wins_a,tm2_defeats_a,tm0_defeats_a,tm2_GSG_a,tm0_GSG_a,tm2_GCG_a,tm0_GCG_a,tm2_D_a,tm0_D_a,tm2_TGG_a,tm0_TGG_a,tm2_25_a,tm0_25_a,tm2_35_a,tm0_35_a,tm2_BTS_a,tm0_BTS_a,tm1_ClS_h,tm1_WtN_h,tm1_SiBH_h,tm1_BoTS_h,tm1_FtS_h,tm1_LtN_h,tm1_CiBH_h,tm2_ClS_h,tm2_WtN_h,tm2_SiBH_h,tm2_BoTS_h,tm2_FtS_h,tm2_LtN_h,tm2_CiBH_h,scores,tm1_names,tm2_names,urls,dates
54,1.57,46,33,59,20,0.43,26,59,41,1.37,36,25,37,25,43,37,0.93,0.96,1.26,0.75,1.32,1.26,39,32,25,1.68,2.29,2.52,14,46,47,7,18,25,36,46,48,1.69,36,48,14,27,0.86,1.49,0.50,1.03,50,25,1.36,2.52,14,47,7,25,36,48,1.06,7,27,71,48,0.50,1.03,1.57,1.49,21,25,2.07,2.52,36,47,14,25,36,48,57,29,7,36,36,7,7,7,0,14,36,64,57,21,1 - 2,Reims,Dijon,pmatch.asp?league=france_2020&stats=75-8-17-2019,Sat 28 Sep
63,1.85,69,44,59,20,0.57,26,71,41,1.37,41,39,37,41,36,37,1.19,1.25,1.26,1.19,1.21,1.26,19,25,25,2.37,2.46,2.52,44,50,47,22,29,25,37,43,48,1.69,54,48,23,27,1.69,1.49,1.08,1.03,23,25,2.77,2.52,62,47,23,25,62,48,1.06,7,27,57,48,0.64,1.03,1.71,1.49,36,25,2.36,2.52,43,47,29,25,43,48,31,23,31,62,15,8,23,7,0,0,43,57,50,36,1 - 0,Strasbourg,Montpellier,pmatch.asp?league=france_2020&stats=80-19-1-2019,Sun 29 Sep
74,1.43,59,34,59,40,0.86,48,60,41,1.37,25,29,37,54,50,37,1.04,1.04,1.26,1.57,1.61,1.26,21,21,25,2.61,2.64,2.52,54,50,47,32,32,25,46,54,48,1.69,43,48,43,27,1.21,1.49,1.07,1.03,14,25,2.29,2.52,36,47,21,25,36,48,1.06,29,27,71,48,1.00,1.03,1.93,1.49,0,25,2.93,2.52,64,47,36,25,57,48,36,36,29,36,29,29,14,14,14,7,57,29,29,43,0 - 1,Nimes,Saint-Etienne,pmatch.asp?league=france_2020&stats=78-4-18-2019,Sun 29 Sep
50,2.00,51,48,59,42,1.50,34,42,41,1.37,57,54,37,14,29,37,1.46,1.36,1.26,1.04,0.86,1.26,29,18,25,2.50,2.21,2.52,46,39,47,29,18,25,54,46,48,1.69,57,48,14,27,1.50,1.49,1.00,1.03,29,25,2.50,2.52,50,47,29,25,64,48,1.06,43,27,36,48,0.93,1.03,0.71,1.49,21,25,1.64,2.52,14,47,7,25,29,48,29,21,14,64,14,7,7,50,43,21,29,29,21,7,1 - 1,Marseille,Rennes,pmatch.asp?league=france_2020&stats=73-7-2-2019,Sun 29 Sep
61,1.00,55,46,59,50,2.00,49,52,41,1.37,14,57,37,46,14,37,1.11,1.46,1.26,1.79,1.04,1.26,39,29,25,2.89,2.50,2.52,61,46,47,36,29,25,68,54,48,1.69,21,48,43,27,1.21,1.49,1.64,1.03,36,25,2.86,2.52,57,47,36,25,64,48,1.06,57,27,14,48,1.43,1.03,1.07,1.49,29,25,2.50,2.52,43,47,29,25,43,48,21,14,21,64,21,14,21,50,29,29,43,29,7,21,3 - 1,Amiens,Marseille,pmatch.asp?league=france_2020&stats=90-10-7-2019,Fri 4 Oct
54,2.64,59,46,59,31,0.92,29,61,41,1.37,81,39,37,11,39,37,2.78,1.00,1.26,0.89,1.18,1.26,7,21,25,3.67,2.18,2.52,70,36,47,52,21,25,44,32,48,1.69,86,48,7,27,3.14,1.49,0.79,1.03,7,25,3.93,2.52,71,47,64,25,29,48,1.06,23,27,54,48,0.62,1.03,1.54,1.49,23,25,2.15,2.52,46,47,23,25,31,48,64,64,50,29,7,7,21,38,15,0,31,54,31,38,4 - 0,Paris SG,Angers,pmatch.asp?league=france_2020&stats=82-3-13-2019,Sat 5 Oct
71,1.71,62,30,59,44,1.07,33,51,41,1.37,29,29,37,36,36,37,1.21,0.96,1.26,1.32,1.25,1.26,36,36,25,2.54,2.21,2.52,46,36,47,29,18,25,46,46,48,1.69,43,48,14,27,1.50,1.49,0.79,1.03,43,25,2.29,2.52,36,47,21,25,50,48,1.06,21,27,36,48,0.64,1.03,1.29,1.49,43,25,1.93,2.52,21,47,14,25,36,48,43,29,14,50,21,7,14,36,21,7,36,43,29,14,2 - 0,Brest,Metz,pmatch.asp?league=france_2020&stats=87-11-20-2019,Sat 5 Oct
80,1.71,74,41,59,37,1.00,31,56,41,1.37,25,41,37,43,41,37,0.96,1.19,1.26,1.32,1.19,1.26,32,19,25,2.29,2.37,2.52,46,44,47,18,22,25,46,37,48,1.69,43,48,14,27,1.43,1.49,1.07,1.03,43,25,2.50,2.52,57,47,21,25,57,48,1.06,29,27,57,48,0.71,1.03,1.29,1.49,14,25,2.00,2.52,29,47,21,25,14,48,36,21,36,57,21,7,21,29,21,14,14,64,57,21,1 - 0,Dijon,Strasbourg,pmatch.asp?league=france_2020&stats=89-17-19-2019,Sat 5 Oct
80,2.29,74,29,59,35,1.00,34,50,41,1.37,39,39,37,36,36,37,1.25,1.57,1.26,1.21,1.57,1.26,25,25,25,2.46,3.14,2.52,50,68,47,29,43,25,43,64,48,1.69,71,48,14,27,1.86,1.49,0.71,1.03,14,25,2.57,2.52,57,47,29,25,43,48,1.06,21,27,43,48,1.07,1.03,1.57,1.49,36,25,2.64,2.52,64,47,29,25,64,48,50,43,36,43,14,7,7,21,7,14,64,29,14,36,3 - 1,Montpellier,Monaco,pmatch.asp?league=france_2020&stats=81-1-15-2019,Sat 5 Oct
54,1.43,39,35,59,32,1.00,32,47,41,1.37,39,39,37,46,32,37,1.00,1.46,1.26,1.11,1.36,1.26,14,29,25,2.11,2.82,2.52,36,61,47,14,25,25,39,79,48,1.69,43,48,43,27,0.79,1.49,0.79,1.03,14,25,1.57,2.52,29,47,7,25,29,48,1.06,23,27,46,48,1.00,1.03,1.38,1.49,31,25,2.38,2.52,46,47,15,25,69,48,50,36,7,29,36,21,14,15,8,8,69,23,15,23,1 - 0,Nantes,Nice,pmatch.asp?league=france_2020&stats=88-6-9-2019,Sat 5 Oct
69,0.69,50,41,59,54,1.33,52,65,41,1.37,11,32,37,75,32,37,0.79,1.43,1.26,2.07,1.21,1.26,14,36,25,2.86,2.64,2.52,57,43,47,29,29,25,43,61,48,1.69,23,48,77,27,0.85,1.49,1.85,1.03,0,25,2.69,2.52,38,47,23,25,38,48,1.06,33,27,33,48,1.40,1.03,1.47,1.49,33,25,2.87,2.52,47,47,33,25,73,48,15,15,8,38,46,46,46,13,13,27,73,13,13,13,1 - 3,Toulouse,Bordeaux,pmatch.asp?league=france_2020&stats=86-12-14-2019,Sat 5 Oct
71,2.33,69,33,59,26,0.50,41,66,41,1.37,54,25,37,32,54,37,1.25,1.04,1.26,0.96,1.57,1.26,14,21,25,2.21,2.61,2.52,43,54,47,7,32,25,39,46,48,1.69,73,48,13,27,1.60,1.49,0.60,1.03,13,25,2.20,2.52,53,47,7,25,33,48,1.06,7,27,64,48,0.86,1.03,2.07,1.49,29,25,2.93,2.52,71,47,43,25,57,48,60,53,53,33,13,7,13,14,0,14,57,43,29,43,2 - 2,Lille,Nimes,pmatch.asp?league=france_2020&stats=83-5-4-2019,Sun 6 Oct
58,2.07,66,58,59,46,1.36,54,67,41,1.37,54,36,37,29,25,37,1.36,0.93,1.26,0.86,0.75,1.26,18,39,25,2.21,1.68,2.52,39,14,47,18,7,25,46,36,48,1.69,64,48,21,27,1.79,1.49,1.00,1.03,14,25,2.79,2.52,64,47,29,25,64,48,1.06,36,27,36,48,1.00,1.03,1.00,1.49,29,25,2.00,2.52,14,47,7,25,36,48,21,14,50,64,21,14,7,29,29,14,36,36,36,7,0 - 1,Rennes,Reims,pmatch.asp?league=france_2020&stats=84-2-8-2019,Sun 6 Oct
60,1.29,52,40,59,52,1.40,60,74,41,1.37,29,39,37,50,36,37,1.04,1.50,1.26,1.61,0.96,1.26,21,25,25,2.64,2.46,2.52,50,46,47,32,21,25,54,43,48,1.69,29,48,29,27,1.07,1.49,1.29,1.03,43,25,2.36,2.52,36,47,29,25,50,48,1.06,40,27,40,48,1.67,1.03,1.33,1.49,20,25,3.00,2.52,67,47,33,25,60,48,21,14,21,50,36,29,21,20,20,40,60,20,20,33,1 - 0,Saint-Etienne,Lyon,pmatch.asp?league=france_2020&stats=85-18-16-2019,Sun 6 Oct
68,1.87,68,53,59,46,2.38,41,54,41,1.37,39,81,37,32,11,37,1.46,2.78,1.26,1.36,0.89,1.26,29,7,25,2.82,3.67,2.52,61,70,47,25,52,25,79,44,48,1.69,53,48,20,27,1.87,1.49,1.33,1.03,27,25,3.20,2.52,73,47,33,25,87,48,1.06,77,27,15,48,2.38,1.03,1.00,1.49,8,25,3.38,2.52,69,47,38,25,62,48,13,13,33,87,0,0,27,38,38,54,62,0,0,23,1 - 4,Nice,Paris SG,pmatch.asp?league=france_2020&stats=95-9-3-2019,Fri 18 Oct
48,1.46,40,26,59,20,0.43,26,59,41,1.37,39,25,37,36,43,37,1.50,0.96,1.26,0.96,1.32,1.26,25,32,25,2.46,2.29,2.52,46,46,47,21,18,25,43,46,48,1.69,38,48,31,27,1.31,1.49,0.54,1.03,31,25,1.85,2.52,23,47,8,25,23,48,1.06,7,27,71,48,0.50,1.03,1.57,1.49,21,25,2.07,2.52,36,47,14,25,36,48,46,31,23,23,46,31,0,7,0,14,36,64,57,21,0 - 0,Lyon,Dijon,pmatch.asp?league=france_2020&stats=91-16-17-2019,Sat 19 Oct
69,1.80,71,39,59,29,0.71,38,70,41,1.37,39,29,37,39,36,37,1.00,1.21,1.26,1.18,1.32,1.26,21,36,25,2.18,2.54,2.52,36,46,47,21,29,25,32,46,48,1.69,53,48,27,27,1.33,1.49,0.87,1.03,20,25,2.20,2.52,27,47,20,25,33,48,1.06,14,27,57,48,0.93,1.03,1.86,1.49,29,25,2.79,2.52,57,47,36,25,43,48,47,40,7,33,27,20,13,14,7,14,43,50,43,36,0 - 1,Angers,Brest,pmatch.asp?league=france_2020&stats=97-13-11-2019,Sat 19 Oct
56,1.36,67,49,59,46,1.21,61,65,41,1.37,29,39,37,36,46,37,0.96,1.00,1.26,1.25,1.11,1.26,36,14,25,2.21,2.11,2.52,36,36,47,18,14,25,46,39,48,1.69,36,48,36,27,1.29,1.49,1.21,1.03,29,25,2.50,2.52,50,47,21,25,57,48,1.06,36,27,50,48,1.21,1.03,1.43,1.49,14,25,2.64,2.52,43,47,21,25,50,48,21,21,36,57,21,21,14,21,21,21,50,29,29,21,1 - 0,Metz,Nantes,pmatch.asp?league=france_2020&stats=100-20-6-2019,Sat 19 Oct
74,1.43,59,34,59,39,0.64,45,54,41,1.37,25,14,37,54,46,37,1.04,1.11,1.26,1.57,1.79,1.26,21,39,25,2.61,2.89,2.52,54,61,47,32,36,25,46,68,48,1.69,43,48,43,27,1.21,1.49,1.07,1.03,14,25,2.29,2.52,36,47,21,25,36,48,1.06,7,27,50,48,1.00,1.03,1.93,1.49,43,25,2.93,2.52,64,47,36,25,71,48,36,36,29,36,29,29,14,14,0,14,71,29,14,43,1 - 1,Nimes,Amiens,pmatch.asp?league=france_2020&stats=99-4-10-2019,Sat 19 Oct
54,1.57,46,33,59,20,0.57,26,71,41,1.37,36,39,37,25,36,37,0.93,1.25,1.26,0.75,1.21,1.26,39,25,25,1.68,2.46,2.52,14,50,47,7,29,25,36,43,48,1.69,36,48,14,27,0.86,1.49,0.50,1.03,50,25,1.36,2.52,14,47,7,25,36,48,1.06,7,27,57,48,0.64,1.03,1.71,1.49,36,25,2.36,2.52,43,47,29,25,43,48,57,29,7,36,36,7,7,7,0,0,43,57,50,36,1 - 0,Reims,Montpellier,pmatch.asp?league=france_2020&stats=96-8-1-2019,Sat 19 Oct
69,0.69,50,41,59,29,1.08,31,67,41,1.37,11,54,37,75,32,37,0.79,1.25,1.26,2.07,0.96,1.26,14,14,25,2.86,2.21,2.52,57,43,47,29,7,25,43,39,48,1.69,23,48,77,27,0.85,1.49,1.85,1.03,0,25,2.69,2.52,38,47,23,25,38,48,1.06,31,27,54,48,0.85,1.03,1.38,1.49,15,25,2.23,2.52,31,47,8,25,46,48,15,15,8,38,46,46,46,23,23,8,46,31,31,8,2 - 1,Toulouse,Lille,pmatch.asp?league=france_2020&stats=93-12-5-2019,Sat 19 Oct
46,1.31,48,35,59,40,0.86,48,60,41,1.37,32,29,37,32,50,37,1.43,1.04,1.26,1.21,1.61,1.26,36,21,25,2.64,2.64,2.52,43,50,47,29,32,25,61,54,48,1.69,31,48,31,27,1.46,1.49,0.92,1.03,38,25,2.38,2.52,38,47,23,25,46,48,1.06,29,27,71,48,1.00,1.03,1.93,1.49,0,25,2.93,2.52,64,47,36,25,57,48,31,23,38,46,31,23,8,14,14,7,57,29,29,43,0 - 1,Bordeaux,Saint-Etienne,pmatch.asp?league=france_2020&stats=92-14-18-2019,Sun 20 Oct
65,1.86,66,50,59,42,1.50,34,42,41,1.37,39,54,37,36,29,37,1.57,1.36,1.26,1.57,0.86,1.26,25,18,25,3.14,2.21,2.52,68,39,47,43,18,25,64,46,48,1.69,57,48,29,27,2.07,1.49,1.57,1.03,14,25,3.64,2.52,71,47,57,25,64,48,1.06,43,27,36,48,0.93,1.03,0.71,1.49,21,25,1.64,2.52,14,47,7,25,29,48,29,29,36,64,7,7,36,50,43,21,29,29,21,7,3 - 2,Monaco,Rennes,pmatch.asp?league=france_2020&stats=98-15-2-2019,Sun 20 Oct
50,2.00,51,48,59,37,1.00,31,56,41,1.37,57,41,37,14,41,37,1.46,1.19,1.26,1.04,1.19,1.26,29,19,25,2.50,2.37,2.52,46,44,47,29,22,25,54,37,48,1.69,57,48,14,27,1.50,1.49,1.00,1.03,29,25,2.50,2.52,50,47,29,25,64,48,1.06,29,27,57,48,0.71,1.03,1.29,1.49,14,25,2.00,2.52,29,47,21,25,14,48,29,21,14,64,14,7,7,29,21,14,14,64,57,21,2 - 0,Marseille,Strasbourg,pmatch.asp?league=france_2020&stats=94-7-19-2019,Sun 20 Oct
54,1.43,39,35,59,35,1.00,34,50,41,1.37,39,39,37,46,36,37,1.00,1.57,1.26,1.11,1.57,1.26,14,25,25,2.11,3.14,2.52,36,68,47,14,43,25,39,64,48,1.69,43,48,43,27,0.79,1.49,0.79,1.03,14,25,1.57,2.52,29,47,7,25,29,48,1.06,21,27,43,48,1.07,1.03,1.57,1.49,36,25,2.64,2.52,64,47,29,25,64,48,50,36,7,29,36,21,14,21,7,14,64,29,14,36,0 - 1,Nantes,Monaco,pmatch.asp?league=france_2020&stats=109-6-15-2019,Fri 25 Oct
71,2.33,69,33,59,54,1.33,52,65,41,1.37,54,32,37,32,32,37,1.25,1.43,1.26,0.96,1.21,1.26,14,36,25,2.21,2.64,2.52,43,43,47,7,29,25,39,61,48,1.69,73,48,13,27,1.60,1.49,0.60,1.03,13,25,2.20,2.52,53,47,7,25,33,48,1.06,33,27,33,48,1.40,1.03,1.47,1.49,33,25,2.87,2.52,47,47,33,25,73,48,60,53,53,33,13,7,13,13,13,27,73,13,13,13,3 - 0,Lille,Bordeaux,pmatch.asp?league=france_2020&stats=103-5-14-2019,Sat 26 Oct
71,1.71,62,30,59,20,0.43,26,59,41,1.37,29,25,37,36,43,37,1.21,0.96,1.26,1.32,1.32,1.26,36,32,25,2.54,2.29,2.52,46,46,47,29,18,25,46,46,48,1.69,43,48,14,27,1.50,1.49,0.79,1.03,43,25,2.29,2.52,36,47,21,25,50,48,1.06,7,27,71,48,0.50,1.03,1.57,1.49,21,25,2.07,2.52,36,47,14,25,36,48,43,29,14,50,21,7,14,7,0,14,36,64,57,21,2 - 0,Brest,Dijon,pmatch.asp?league=france_2020&stats=107-11-17-2019,Sat 26 Oct
48,1.46,40,26,59,44,1.07,33,51,41,1.37,39,29,37,36,36,37,1.50,0.96,1.26,0.96,1.25,1.26,25,36,25,2.46,2.21,2.52,46,36,47,21,18,25,43,46,48,1.69,38,48,31,27,1.31,1.49,0.54,1.03,31,25,1.85,2.52,23,47,8,25,23,48,1.06,21,27,36,48,0.64,1.03,1.29,1.49,43,25,1.93,2.52,21,47,14,25,36,48,46,31,23,23,46,31,0,36,21,7,36,43,29,14,2 - 0,Lyon,Metz,pmatch.asp?league=france_2020&stats=104-16-20-2019,Sat 26 Oct
80,2.29,74,29,59,31,0.92,29,61,41,1.37,39,39,37,36,39,37,1.25,1.00,1.26,1.21,1.18,1.26,25,21,25,2.46,2.18,2.52,50,36,47,29,21,25,43,32,48,1.69,71,48,14,27,1.86,1.49,0.71,1.03,14,25,2.57,2.52,57,47,29,25,43,48,1.06,23,27,54,48,0.62,1.03,1.54,1.49,23,25,2.15,2.52,46,47,23,25,31,48,50,43,36,43,14,7,7,38,15,0,31,54,31,38,0 - 0,Montpellier,Angers,pmatch.asp?league=france_2020&stats=101-1-13-2019,Sat 26 Oct
54,1.57,46,33,59,26,0.50,41,66,41,1.37,36,25,37,25,54,37,0.93,1.04,1.26,0.75,1.57,1.26,39,21,25,1.68,2.61,2.52,14,54,47,7,32,25,36,46,48,1.69,36,48,14,27,0.86,1.49,0.50,1.03,50,25,1.36,2.52,14,47,7,25,36,48,1.06,7,27,64,48,0.86,1.03,2.07,1.49,29,25,2.93,2.52,71,47,43,25,57,48,57,29,7,36,36,7,7,14,0,14,57,43,29,43,0 - 0,Reims,Nimes,pmatch.asp?league=france_2020&stats=108-8-4-2019,Sat 26 Oct
63,1.85,69,44,59,32,1.00,32,47,41,1.37,41,39,37,41,32,37,1.19,1.46,1.26,1.19,1.36,1.26,19,29,25,2.37,2.82,2.52,44,61,47,22,25,25,37,79,48,1.69,54,48,23,27,1.69,1.49,1.08,1.03,23,25,2.77,2.52,62,47,23,25,62,48,1.06,23,27,46,48,1.00,1.03,1.38,1.49,31,25,2.38,2.52,46,47,15,25,69,48,31,23,31,62,15,8,23,15,8,8,69,23,15,23,1 - 0,Strasbourg,Nice,pmatch.asp?league=france_2020&stats=110-19-9-2019,Sat 26 Oct
58,2.07,66,58,59,31,0.27,50,59,41,1.37,54,11,37,29,75,37,1.36,0.79,1.26,0.86,2.07,1.26,18,14,25,2.21,2.86,2.52,39,57,47,18,29,25,46,43,48,1.69,64,48,21,27,1.79,1.49,1.00,1.03,14,25,2.79,2.52,64,47,29,25,64,48,1.06,0,27,73,48,0.73,1.03,2.27,1.49,27,25,3.00,2.52,73,47,33,25,47,48,21,14,50,64,21,14,7,7,0,13,47,53,47,60,3 - 2,Rennes,Toulouse,pmatch.asp?league=france_2020&stats=105-2-12-2019,Sun 27 Oct
60,1.29,52,40,59,39,0.64,45,54,41,1.37,29,14,37,50,46,37,1.04,1.11,1.26,1.61,1.79,1.26,21,39,25,2.64,2.89,2.52,50,61,47,32,36,25,54,68,48,1.69,29,48,29,27,1.07,1.49,1.29,1.03,43,25,2.36,2.52,36,47,29,25,50,48,1.06,7,27,50,48,1.00,1.03,1.93,1.49,43,25,2.93,2.52,64,47,36,25,71,48,21,14,21,50,36,29,21,14,0,14,71,29,14,43,2 - 2,Saint-Etienne,Amiens,pmatch.asp?league=france_2020&stats=106-18-10-2019,Sun 27 Oct
54,2.64,59,46,59,50,2.00,49,52,41,1.37,81,57,37,11,14,37,2.78,1.46,1.26,0.89,1.04,1.26,7,29,25,3.67,2.50,2.52,70,46,47,52,29,25,44,54,48,1.69,86,48,7,27,3.14,1.49,0.79,1.03,7,25,3.93,2.52,71,47,64,25,29,48,1.06,57,27,14,48,1.43,1.03,1.07,1.49,29,25,2.50,2.52,43,47,29,25,43,48,64,64,50,29,7,7,21,50,29,29,43,29,7,21,4 - 0,Paris SG,Marseille,pmatch.asp?league=france_2020&stats=102-3-7-2019,Sun 27 Oct
80,1.71,74,41,59,46,2.38,41,54,41,1.37,25,81,37,43,11,37,0.96,2.78,1.26,1.32,0.89,1.26,32,7,25,2.29,3.67,2.52,46,70,47,18,52,25,46,44,48,1.69,43,48,14,27,1.43,1.49,1.07,1.03,43,25,2.50,2.52,57,47,21,25,57,48,1.06,77,27,15,48,2.38,1.03,1.00,1.49,8,25,3.38,2.52,69,47,38,25,62,48,36,21,36,57,21,7,21,38,38,54,62,0,0,23,2 - 1,Dijon,Paris SG,pmatch.asp?league=france_2020&stats=114-17-3-2019,Fri 1 Nov
50,2.00,51,48,59,29,1.08,31,67,41,1.37,57,54,37,14,32,37,1.46,1.25,1.26,1.04,0.96,1.26,29,14,25,2.50,2.21,2.52,46,43,47,29,7,25,54,39,48,1.69,57,48,14,27,1.50,1.49,1.00,1.03,29,25,2.50,2.52,50,47,29,25,64,48,1.06,31,27,54,48,0.85,1.03,1.38,1.49,15,25,2.23,2.52,31,47,8,25,46,48,29,21,14,64,14,7,7,23,23,8,46,31,31,8,2 - 1,Marseille,Lille,pmatch.asp?league=france_2020&stats=111-7-5-2019,Sat 2 Nov
61,1.00,55,46,59,29,0.71,38,70,41,1.37,14,29,37,46,36,37,1.11,1.21,1.26,1.79,1.32,1.26,39,36,25,2.89,2.54,2.52,61,46,47,36,29,25,68,46,48,1.69,21,48,43,27,1.21,1.49,1.64,1.03,36,25,2.86,2.52,57,47,36,25,64,48,1.06,14,27,57,48,0.93,1.03,1.86,1.49,29,25,2.79,2.52,57,47,36,25,43,48,21,14,21,64,21,14,21,14,7,14,43,50,43,36,1 - 0,Amiens,Brest,pmatch.asp?league=france_2020&stats=117-10-11-2019,Sat 2 Nov
69,1.80,71,39,59,37,1.00,31,56,41,1.37,39,41,37,39,41,37,1.00,1.19,1.26,1.18,1.19,1.26,21,19,25,2.18,2.37,2.52,36,44,47,21,22,25,32,37,48,1.69,53,48,27,27,1.33,1.49,0.87,1.03,20,25,2.20,2.52,27,47,20,25,33,48,1.06,29,27,57,48,0.71,1.03,1.29,1.49,14,25,2.00,2.52,29,47,21,25,14,48,47,40,7,33,27,20,13,29,21,14,14,64,57,21,1 - 0,Angers,Strasbourg,pmatch.asp?league=france_2020&stats=113-13-19-2019,Sat 2 Nov
56,1.36,67,49,59,20,0.57,26,71,41,1.37,29,39,37,36,36,37,0.96,1.25,1.26,1.25,1.21,1.26,36,25,25,2.21,2.46,2.52,36,50,47,18,29,25,46,43,48,1.69,36,48,36,27,1.29,1.49,1.21,1.03,29,25,2.50,2.52,50,47,21,25,57,48,1.06,7,27,57,48,0.64,1.03,1.71,1.49,36,25,2.36,2.52,43,47,29,25,43,48,21,21,36,57,21,21,14,7,0,0,43,57,50,36,2 - 2,Metz,Montpellier,pmatch.asp?league=france_2020&stats=116-20-1-2019,Sat 2 Nov
69,0.69,50,41,59,52,1.40,60,74,41,1.37,11,39,37,75,36,37,0.79,1.50,1.26,2.07,0.96,1.26,14,25,25,2.86,2.46,2.52,57,46,47,29,21,25,43,43,48,1.69,23,48,77,27,0.85,1.49,1.85,1.03,0,25,2.69,2.52,38,47,23,25,38,48,1.06,40,27,40,48,1.67,1.03,1.33,1.49,20,25,3.00,2.52,67,47,33,25,60,48,15,15,8,38,46,46,46,20,20,40,60,20,20,33,2 - 3,Toulouse,Lyon,pmatch.asp?league=france_2020&stats=120-12-16-2019,Sat 2 Nov
46,1.31,48,35,59,46,1.21,61,65,41,1.37,32,39,37,32,46,37,1.43,1.00,1.26,1.21,1.11,1.26,36,14,25,2.64,2.11,2.52,43,36,47,29,14,25,61,39,48,1.69,31,48,31,27,1.46,1.49,0.92,1.03,38,25,2.38,2.52,38,47,23,25,46,48,1.06,36,27,50,48,1.21,1.03,1.43,1.49,14,25,2.64,2.52,43,47,21,25,50,48,31,23,38,46,31,23,8,21,21,21,50,29,29,21,2 - 0,Bordeaux,Nantes,pmatch.asp?league=france_2020&stats=118-14-6-2019,Sun 3 Nov
68,1.87,68,53,59,46,1.36,54,67,41,1.37,39,36,37,32,25,37,1.46,0.93,1.26,1.36,0.75,1.26,29,39,25,2.82,1.68,2.52,61,14,47,25,7,25,79,36,48,1.69,53,48,20,27,1.87,1.49,1.33,1.03,27,25,3.20,2.52,73,47,33,25,87,48,1.06,36,27,36,48,1.00,1.03,1.00,1.49,29,25,2.00,2.52,14,47,7,25,36,48,13,13,33,87,0,0,27,29,29,14,36,36,36,7,2 - 0,Nice,Reims,pmatch.asp?league=france_2020&stats=112-9-8-2019,Sun 3 Nov
60,1.29,52,40,59,35,1.00,34,50,41,1.37,29,39,37,50,36,37,1.04,1.57,1.26,1.61,1.57,1.26,21,25,25,2.64,3.14,2.52,50,68,47,32,43,25,54,64,48,1.69,29,48,29,27,1.07,1.49,1.29,1.03,43,25,2.36,2.52,36,47,29,25,50,48,1.06,21,27,43,48,1.07,1.03,1.57,1.49,36,25,2.64,2.52,64,47,29,25,64,48,21,14,21,50,36,29,21,21,7,14,64,29,14,36,1 - 0,Saint-Etienne,Monaco,pmatch.asp?league=france_2020&stats=119-18-15-2019,Sun 3 Nov
68,1.87,68,53,59,54,1.33,52,65,41,1.37,39,32,37,32,32,37,1.46,1.43,1.26,1.36,1.21,1.26,29,36,25,2.82,2.64,2.52,61,43,47,25,29,25,79,61,48,1.69,53,48,20,27,1.87,1.49,1.33,1.03,27,25,3.20,2.52,73,47,33,25,87,48,1.06,33,27,33,48,1.40,1.03,1.47,1.49,33,25,2.87,2.52,47,47,33,25,73,48,13,13,33,87,0,0,27,13,13,27,73,13,13,13,1 - 1,Nice,Bordeaux,pmatch.asp?league=france_2020&stats=125-9-14-2019,Fri 8 Nov
71,1.71,62,30,59,46,2.38,41,54,41,1.37,29,81,37,36,11,37,1.21,2.78,1.26,1.32,0.89,1.26,36,7,25,2.54,3.67,2.52,46,70,47,29,52,25,46,44,48,1.69,43,48,14,27,1.50,1.49,0.79,1.03,43,25,2.29,2.52,36,47,21,25,50,48,1.06,77,27,15,48,2.38,1.03,1.00,1.49,8,25,3.38,2.52,69,47,38,25,62,48,43,29,14,50,21,7,14,38,38,54,62,0,0,23,1 - 2,Brest,Paris SG,pmatch.asp?league=france_2020&stats=126-11-3-2019,Sat 9 Nov
71,2.33,69,33,59,44,1.07,33,51,41,1.37,54,29,37,32,36,37,1.25,0.96,1.26,0.96,1.25,1.26,14,36,25,2.21,2.21,2.52,43,36,47,7,18,25,39,46,48,1.69,73,48,13,27,1.60,1.49,0.60,1.03,13,25,2.20,2.52,53,47,7,25,33,48,1.06,21,27,36,48,0.64,1.03,1.29,1.49,43,25,1.93,2.52,21,47,14,25,36,48,60,53,53,33,13,7,13,36,21,7,36,43,29,14,0 - 0,Lille,Metz,pmatch.asp?league=france_2020&stats=122-5-20-2019,Sat 9 Nov
